classifier_name,dataset_name,accuracy
PrevWeek,48894,"0,270221242418351"
PrevWeek,42498,"0,455882993741605"
PrevWeek,46979,"0,0900740684767413"
PrevWeek,17998,"0,228861146833403"
PrevWeek,46989,"0,259191386340232"
PrevWeek,34791,"0,263787619458755"
PrevWeek,34663,"0,150736125586907"
PrevWeek,8574,"1,00000003411814"
PrevWeek,2647,"0,138787480042857"
PrevWeek,16759,"0,125920034344012"
PrevWeek,22466,"0,205882739504901"
PrevWeek,43121,"0,123162562693409"
PrevWeek,3713,"0,54871412902141"
PrevWeek,27689,"1,00000062134521"
PrevWeek,49667,"0,177389973942038"
PrevWeek,18024,"0,186581056982776"
PrevWeek,11181,"0,359375132679695"
PrevWeek,30520,"0,247243359890322"
PrevWeek,44776,"0,231618482878662"
PrevWeek,30441,"0,198529607500999"
PrevWeek,20708,"0,194853275782802"
PrevWeek,34908,"0,155331552992228"
PrevWeek,36657,"0,228860664423751"
PrevWeek,24534,"0,250919713581705"
PrevWeek,9685,"0,389706335664227"
PrevWeek,35589,"1,00000017537526"
PrevWeek,28137,"0,635111057341572"
PrevWeek,40262,"0,127758099918077"
PrevWeek,3960,"0,204964161370037"
PrevWeek,18918,"0,284926552649019"
PrevWeek,29681,"0,158089105597054"
PrevWeek,12592,"1,0000006927455"
PrevWeek,3240,"0,254595788592972"
PrevWeek,37828,"0,208640575455613"
PrevWeek,7858,"0,173714184028053"
PrevWeek,35094,"1,00000028517785"
PrevWeek,13577,"0,168198661879151"
PrevWeek,8219,"0,197610410240501"
PrevWeek,9595,"0,306986222593622"
PrevWeek,42964,"0,287684509039564"
PrevWeek,12561,"0,272059390602416"
PrevWeek,35430,"0,239889750467759"
PrevWeek,9646,"0,168198659280431"
PrevWeek,46643,"0,366728161756802"
PrevWeek,40107,"0,170037378249518"
PrevWeek,25725,"0,170956087633866"
PrevWeek,14245,"0,227941591137704"
PrevWeek,17515,"0,460478538246608"
PrevWeek,12539,"0,202206027163396"
PrevWeek,24230,"0,64430198988942"
PrevWeek,23694,"0,253676637772919"
PrevWeek,21656,"0,198529513350676"
PrevWeek,42396,"0,140625185367282"
PrevWeek,28091,"0,124081822374548"
PrevWeek,6582,"0,173713751503017"
PrevWeek,39634,"0,19669208066543"
PrevWeek,19692,"0,223345835302855"
PrevWeek,48527,"0,176470647841542"
PrevWeek,21963,"0,140625789393105"
PrevWeek,10854,"0,229780172017187"
PrevWeek,46657,"0,132352944573102"
PrevWeek,18431,"0,220588392377747"
PrevWeek,10577,"0,152574042477043"
PrevWeek,47327,"0,142464066968321"
PrevWeek,41918,"0,170956285705903"
PrevWeek,30062,"0,164522741876102"
PrevWeek,36120,"0,137868565761761"
PrevWeek,22842,"0,194853217888978"
PrevWeek,31057,"0,2297803070308"
PrevWeek,16617,"0,181985383835092"
PrevWeek,35654,"0,154411845373881"
PrevWeek,12289,"0,157169753904489"
PrevWeek,568,"0,1158091891283"
PrevWeek,17390,"0,141544794918483"
PrevWeek,14306,"0,218750710825636"
PrevWeek,36759,"0,159007913531235"
PrevWeek,20521,"1,00000009248377"
PrevWeek,31482,"0,187500665523248"
PrevWeek,25873,"0,108456592974178"
PrevWeek,11969,"0,229779495950025"
PrevWeek,15618,"0,162684432874574"
PrevWeek,38759,"0,133272777169617"
PrevWeek,22786,"0,265625432794656"
PrevWeek,3965,"0,2536767820295"
PrevWeek,17124,"0,150735368035843"
PrevWeek,39581,"0,357537574250221"
